txt,label
"I liked the initial premise to this film which is what led me to hunt it out but the problem I quickly found is that one pretty much knows what's going to happen within the first 20-30 minutes ( the doubles will come from behind the mirror and take over everybody).<br /><br />There is no real twist (which is fine) , but the final reveal doesn't make a great deal of sense either (how can she be racked with uncertainty and fear for the whole film, if she's an evil id from beyond the mirror?).<br /><br />Admittedly the scenes 'beyond the mirror' were chilling when they first appeared and the blonde's murder is also effectively creepy, but ultimately alas this seems to be a film in search of a story or a more engaging script, piling atmosphere upon atmosphere and over the top scary sound design for 80-90 minutes does not really cut it, in fact it gets quite dull.",neg
"When this movie was released, it spawned one of the all-time great capsule movie reviews: Sphinx Stinks. It does, but in a mesmerizing sort of way. The casting is silly, starting at the top: Frank Langella and Sir John Gielgud as Egyptians? Not enough makeup in Cairo for that, at least not while this film was being made. But it's rather amusing to see them try. The performances run the gamut from mummy-like (sorry, the obvious observation) to over-the-top, with very few stops in between. The Lesley-Anne Down character seems as though she couldn't find Egypt on a map, much less expound upon its archaeological treasures. That's due at least in part to some really bad writing, one of the curses that will be visited upon every viewer of this movie. It's my opinion that movies involving a curse or that draw their basis from a subject that is somewhat esoteric, such as Egyptology, are ripe for silly, overwritten dialogue. It doesn't disappoint, and the convergence proves a double-whammy. The plot has one driving source of dramatic tension: Can this get dumber and less believable? The answer is, usually, YES. The location shots are beautiful, and the set design is generally very good, the only consistent reminders that this wasn't some low-budget production. That and the fact that there are so many well-known faces doing service in such an unintentional laugher. Cheap, no; cheesy, yes.",neg
"The photography on the DVD is so dark I thought the screen had died. I think I missed seeing half of the movie. Still, it was poorly crafted and not interesting. I did not find the story related to the title ""The Black Widow"". I was hoping for a mystery or a thriller but did not get involved enough to care after the first few frames. I rented the movie especially for Willem Dafoe and was sad it wasted his talent. I do not believe Giada Colagrande has studied movie making long enough to develop a major motion picture. She is attractive and might develop into an actor but she took on too many tasks in this movie. Although they are married in real life, they lack chemistry on the screen. Their relationships did not seem believable. I do not understand why the other characters were even introduced into the plot.",neg
"as an inspiring director myself, this movie was exciting to watch with criticism in mind. Shot with low end digital camera probably with 35mm adapter for DOF. The editing is good acting decent, sound effects aren't too over the top. I would have give it a 7 for an indie film, but the story aren't that interesting. It's more on the drama side, character developments than a horror flick.<br /><br />It's not for those who wants to get spooked startled frightened grossed out, or sit down with popcorn to just enjoy.<br /><br />honestly this movie would be good if we were still in the 50's<br /><br />This movie is about a family who has a dry field, and that is just that.",neg
"This movie has such inexorable B class cheapness to all its scenes, effects etc as to make you think they spent 80% of their budget on Connery. It's like watching some Wing Commander stuff after Star Wars (quite apart from content).<br /><br />Story can be described in one word: FLAT. And oh my God I can't remember a villain so uninteresting since long long ago. We're given neither a reason he's so wicked (an inborn defect, we're lead to think:) nor any real convincedness or flair to his wickedness.<br /><br />If you're out for Connery rather go rent `Hunting Forrester'.",neg
"This is a fascinating film--especially to old movie buffs and historians (I am both). During the first half of the twentieth century, sadly, Black Americans were usually not allowed into White theaters. As a result, theaters catering to Black audiences wanted to show films reflecting the Black experience and showing Black actors. In many cases, the films were essentially similar plot-wise to standard Hollywood fare, but with a much, much lower budget--and usually horrid production values. You really can't fault the film makers--they just didn't have the money and resources available to the average film company. As a result, they had to make due with a lot less--including an over-reliance on stock actors that were seen again and again, no money for re-shooting scenes and a need to get the films done FAST! This film tried very hard to be a Black version of a Gene Autry film--starring Herb Jeffries instead. Jeffries was a light-skinned man from mixed ancestry and he starred in several similar cowboy films. In each, he sings a little, fights a little (though VERY poorly) and loves a little--everything you need in a cowboy. Believe it or not, Jeffries is STILL alive at age 96.<br /><br />The general plot was indiscernible from an Autry picture--complete with anachronistic items such as telephones out West! The problem is that despite its similarities, the low budget shines through. Stymie (from the Li'l Rascals) flubbed a few lines but they just left it in, the fight scenes were totally unchoreographed and were among the worst ever put on film, there were some odd plot holes, there was no background music (leaving the film strangely quiet) and the acting was pretty awful.<br /><br />Now this does NOT mean that the film isn't worth seeing--only that it abouts with technical problems that prevent it from being scored higher. One reviewer, oddly, scored this film a 10! How this can be with all the problems is beyond me. However, I can understand a person liking the film despite its many problems. The plot is generally pretty good, the characters likable, the musical numbers excellent and you know that the people making the film tried so darn hard AND it's a very important piece of American history. But a 10!? <br /><br />By the way, in an odd bit of casting, the very tall, lean and almost white-skinned Jefferies is paired with short, dumpy and exceptionally dark Mantan Moreland....as his brother!! Also, Spencer Williams may be familiar to you. He played Andy on TV's ""Amos 'n Andy"".",neg
"The novelty of hearing clean-cut Jay Leno spout four-letter words is the only memorable aspect of this formulaic mismatched-police-partners caper. In COLLISION COURSE, the pelican-faced comedian teams up with the late Pat Morita to track down a stolen prototype turbocharger (think car lover Leno played a hand in the plot?). The two leads try hard, they really do, but Leno is no actor and Morita's fish-out-of-water routine gets old in a hurry. The film carries a bit of cheesy '80s appeal, but its worthy moments become increasingly scarce as it fills out its overlong 100-minute running time. Fans of Leno's considerable comedic talents will feel let down; everyone else will just be bored.",neg
"We loved School of Rock and Jack Black. We couldn't wait to go and see this movie. It was the only time in my life the movie was so bad I wanted to walk out. My husband hated it too. The only funny parts were in the trailers. My husband and I wanted to stand outside the movie theater and tell people to save their money. The writing was awful. It had every terrible stereotype of Hispanic people who should be utterly offended. The movie wasn't that long but to us it seemed like an eternity. The people in the theater were so restless and silent it was like watching paint dry. I made my husband stay because I was sure there would maybe be some redeeming parts, but there weren't. Save you money and your time.",neg
"This movie is one of the most awful movies ever made.How can Jon Bon Jovi play in a movie? He is a singer not an actor, What?Is he killing vampires with his guitar? And what about the dreadful plot? O my God this movie really sucks. In the end is the Queen of vampires played by the eternal vampire Arly Jover (Blade) surrounded by an army of vampires, but when the ""fantastic"" slayers arrive only 4 vampires are left!! What happened with the other 10-15 vampires? They run out in the sun??? And what about the ""Grand Finally"" when Bon Jovi blows her head with a shotgun??? That's really a ""NOT"" . In ""Buffy the vampire Slayer"" in 100 episodes not a single vampire is killed with A SHOTGUN??? This really is a lack of originality!",neg
"The ""documentary"", and we use that term loosely apparently, summarizes that Muslims are trying to violently take over the world. Then states that any Muslim that doesn't admit this is either ignorant of their own faith or lying to your face! Also every person that is interviewed in the film has found a market for their ludicrous take on reality by selling claptrap to conservatives willing to let others do the thinking for them. What the West NEEDS to know is this is nothing more than propaganda aimed at mental midgets. If you are looking for an actual documentary on Islam and the current state of the Middle-East I would look elsewhere. Try something that provides multiple points of view from qualified sources.",neg
"After we counted the use of the f word, oh, about 22 times in the first 10 minutes or so of the film, listened to some really bad actors going on about a woman and a horse, and pretty much acting like 12 year old boys being naughty together, well, we turned it off. Relying on gratuitous profanity and potty humor is a sure sign of a loser Hollywood movie, the product of unimaginative and no-talent writers. <br /><br />We did give it a second chance, thinking surely it would get better. No dice. Later, my boyfriend skipped through the rest of the movie in case it improved, still no dice.<br /><br />The main character did have a cool bike.<br /><br />I wouldn't recommend this to anyone except maybe really immature adolescents, or frat boys.",neg
"All internet buzz aside, this movie was god awful. I expected the movie to be more of a farce than anything. Instead the film makers tried to make a serious thriller/horror movie, and they completely missed. There were only a few good parts, and a couple good lines by Samuel Jackson. Other than that, it was a bunch of gore and some poorly animated snakes. All of the internet joking was miles better than the actual movie. Now that the movie has actually come out, hopefully this joke will die. Don't waste your time or money on this piece of over hyped trash. If you're looking for something that's funny and entertaining, then just go to Snakes on a Blog.",neg
"THHE remake was a superior movie remake in every way. Most remakes end up being total garbage but under the very talented direction of Alexandre Aja became one of the best ever made in terms of remakes and also as far as the mutant inbreed human sub-genre of horror is concerned. In steps part 2 directed by another individual Martin Weisz and written by the father and son combo of Jonathan and Wes ""I cannot make a good horror movie to save my life anymore"" Craven and if this is any indication of Weisz directing skills and young Craven's writing skills we are all in for a painful future as THHE 2 not only fails to be as good as the first but also fails to entertain on ANY level.<br /><br />We start off with a fairly graphic mutant baby birth which though is rather cool will not prepare you for the utter garbage that is to come, only hint to what could have been in this film. We then get to see a crew of scientists who all to briefly are introduced and dispatched by our radiated rejects. In steps our main cast of army reservist to save the day, this is where the major problems begin.<br /><br />From very sub par acting (yes even for this kind of movie) to the horrible characters to the lack of true carnage for most of its running time THHE 2 becomes a labor to watch as a lot of nothing happens as idiotic soldiers make mistake after mistake only to meet there demise not by the mutants but themselves. Think the Marines in Aliens only the exact opposite and you have the idea of how well these soldiers are trained. This is the true shame of the film as most of the Hills occupants do not get the kills you would like to see, like in the first film, in fact if this did not have THHE 2 attachment in the beginning and the brief overview in the beginning tying this loosely to the first this could have nearly been a Sci-Fi Channel original.<br /><br />The Mutant Mountainbillies as well are not as amusing this time around in fact in a lot of way they are far inferior to our prior batch as they all come off as being rather under designed and uninteresting. Also the one that took the cake was the Sloth-like Mutant (you know Sloth from the Goonies) who helps them out in the 3rd act. I was waiting for him to ask for a Baby Ruth or start going on about Rocky Road Ice Cream. Truly disappointing and shameful is the only way to describe most of the goings on here.<br /><br />The gore is in the film but not nearly as visceral as the original in fact it seemed toned down for the most part as other than the mutant baby birth scene there really isn't anything that stood out like in the first. Another major strike against this movie. So what did work here, the answer is nothing at all. This felt like a sequel designed specifically to make money off the success of the first and not to make an actually ""good"" film.<br /><br />I can go on about the crappy Drill SGT., the radio man that has a speech impediment (that's right, he is the kind of guy I want radioing in for help in a real crisis) or the pacifist fighter that resembles the exact same character mold as our ""hero"" in the first film but I believe you get the point. This movie is not even in the same league or even the same planet as the first. It should have been given another title and been added to the Saturday Night Line up on The Sci-Fi Channel. A true shame as a solid sequel could have been made but alas it looks like another horror movie that drops the ball on nearly every level and will get one of my lowest scores as I give THHE 2 the same score as its part: 2/10 Dreadful: Words cannot describe how bad this movie is a total polar opposite of its predecessor in every way, uninspired and down-right unnecessary. Next time guys if your going to make a sequel this bad...don't even bother. Please don't go support this garbage at the theaters, save your money and thank me later!!!!",neg
"RUN...do not walk away from this movie!!!!! Aimed at the very young kids, this movie will bore you to tears. If the Gamera trilogy of the 90's raised the bar, this film just lowered it. It's slow paced and the monster fighting is good, but seldom seen. This movie had me dry heaving in the cat box. Just a very poor offering after a phenomenal 90's series.<br /><br />SPOILERS BEYOND THIS POINT!!!!!!!!!!! Here are the top 10 reasons Gamera fans of the 90's series will HATE this film.<br /><br />10. This movie is a drama that follows a kid trying to cope with the death of his mother and fears losing baby Gamera to a fight after knowing his father saw the adult Gamera die.<br /><br />9. You see the adult Gamera for maybe a minute at the beginning of the film. He gets his butt kicked by a few Gyaos and self destructs??? He looks old and lethargic. Plus he looks nothing like any gamera you've ever seen. His suit looked cheap and rushed.<br /><br />8. The young Gamera you see through the rest of the film looks like a Pokemon. Big-eyed and cute...it will remind you of the baby Godzilla from Godzilla vs MechaGodzilla 2. Gamera is now too cute.<br /><br />7. This movie has the pace of watching a NASCAR race during a 3 hour rain delay. I watched this movie with 2 other Gamera fans and nobody was happy with how slowly this film moved along. I've seen an SUV full of fat people going up a mountain road move faster.<br /><br />6. Like Godzilla:Final Wars, this movie had very little kaiju time on screen. Final Wars had much more, actually, and better fights although short.<br /><br />5. Kids take the title role. The friend of all children theme and poor writing killed the original Gamera series in the 1970's and history repeats itself in the 2000's. The most successful Gamera films abandoned the Sesame Street feel and went to a darker place. Why go back to a failed formula? This was to be a new trilogy and poor ticket sales killed any hope for this story to continue (thank god).<br /><br />4. Gamera lost his iconic roar. He now sounds like an Elephant with strep throat.<br /><br />3. This movie may produce a new Olympic event.....Imagine a relay race that involves sending very young children into harm's way. You have to see the ending to understand this point. Where were the parents? Oh yea..right there sending their kids into a kaiju battle zone.<br /><br />2. The special effects were good, but sub-par for a Gamera movie. Legion and Iris had better effects. The best effect was showing the apple sized baby Gamera fly. Not too impressive.<br /><br />1. This movie is just not what adult kaiju fans come to expect. The director was involved in Power Rangers and it shows. It comes off like a cross between ET, Always: Sunset on Third Street and TMNT. Kudos if you know all 3 references.<br /><br />Rental at best or watch once if you buy it to complete the DVD series.",neg
"Suggesting nothing less than a movie-length version of the 1970s TV hit ""Love, American Style,"" decked out with flashes of nudity, ""Superchick"" (1973) is a lighthearted piece of fluff that somehow still manages to entertain. And the lead character here, Tara B. True, really IS some kind of superchick. A stewardess (not flight attendant) who's so good-looking that even her plane's autopilot has made a pass at her (!), and with a hunky boyfriend in every port, this wingin', swingin' gal really does put the ""lay"" in ""layover."" What with her germaphobe surgeon beau in New York, her playboy with gangster problems in Miami, and her creatively challenged rock star dude in L.A., Tara sure does keep busy. And when she's not draining these guys of all their manly energies, as the viewer learns, she's liable to be taking a karate class, mile-high clubbing, fending off flashers and rapists, attending groovy pot parties AND stopping a hijacking attempt on her airplane. As I said, lighthearted fun, and surely good for a night when you're feeling somewhat brain-dead and just want to veg out in front of the tube. Future astrologist Joyce Jillson does bring some vacuous charm to her role as Tara, and the film looks handsome enough to please. Disappointingly, buxom '70s faves Uschi Digard and Mary Gavin (aka Candy Samples) are wasted here in very small roles, but still get to do what they do best--show off their chesticles! Though the picture is never laff-out-loud funny and doesn't really have many thoughts in its metaphorical head, it does succeed in being consistently amusing, and I suppose that is something. Strange that the end credits should call attention to Ms. Jillson's body double, however; don't think I've ever seen THAT before!",neg
"You know that feeling of hilarity you get when you watch a film that's trying so hard to be a serious, thought provoking piece of cinema and fails miserably? When you can't help but bust out laughing at the sheer terrible nature of the trash littering your screen? ""House of the Dead"" struggles to achieve even this low graded level of cinema.<br /><br />From start to end ""House of the Dead"" manages to recreate the feeling like you've just woken up to find out that the cat has laid it's curled business neatly on your forehead while you slept. It is clear from the start that the female actors have been cast for their cleavage size (which they exploit shamelessly) whereas the males for their hardcore ""kick-ass"" attitude. I honestly did not care any of the characters for any moment of the film and found myself actually wishing their demise so as to spare me a good hour of this torture. Uwe Boll should have considered screening two hours of footage from the actual game as a movie. At least then we'll get better acting However not all blame can be placed on the actors as it is certainly a challenge to produce a convincing film when faced with the script of this film. It is arguably the worst section of the film and actually contains such lines as: ""These are zombies, pure and simple"" and ""No cap'n, we must not go there! It's evil!"".<br /><br />We all know that Zombie movies are never going to be particularly thought provoking or full of meaning; at best they are a harmless two hours of action, blood and closet terror. Trash, yes, but entertaining trash. Not the kind of trash which bursts out of your bin bag as you haul it across the room and smothers your shoes in sour milk cartons and decaying banana skins. According to IMDb, ""House of the Dead"" received such bad reviews that no Danish cinemas bought the movie. If only we could have had the same privilege.<br /><br />Final Score: 1/10.",neg
"The subject matter seems pretty dated today. Adapted for TV from Rona Jaffe's book; we trip and stumble through a fantasy existence. Four college students get deeply involved playing a live version of the board game Mazes and Dragons (based on Dungeons and Dragons). One player, a young Tom Hanks, enters the fantasy world too deep. His co-players must come to his rescue and save him from self inflicted harm.<br /><br />David Wallace, Wendy Crewson and Chris Makepeace round out the game's foursome. Support cast is made up of veteran actors like Murray Hamilton, Vera Miles, Anne Francis and Susan Strasberg.<br /><br />At this date, it seems lumbering and tame. But the highlight of watching is seeing Tom Hanks between his ""Bosom Buddies"" salad days and his big splash in SPLASH on the silver screen. The youngest of viewer will get most enjoyment.",neg
"I haven't actually finished the film. You may say that in this case I have no right to review it, especially so negatively. But I do, only because I stopped it on account of I couldn't watch anymore...I got over halfway, and I only got there by promising myself something good was just around the corner. This film is so tiresome, so lackluster that I was actually insulted. I haven't read many of the other reviews, so I'm not sure if there are other homosexual teens who have suffered through it, but I am homosexual, and I did go through ""similar"" revelations, day dreams, issues etc etc. There were maybe two moments where I actually felt this film could go somewhere, where I felt it may have some inkling of meaning, or relativity, but these hopes were dashed the moment the next set of cliché-ridden narration came on. I mean, just look at the quotes on the IMDb page. Unfortunately you're not able to hear the scratchy play back, nor the echo-ey fades if you're just read the quotes, because they are just too painful/ridiculous/stupid to miss. I did give the film three stars, and all three of those stars go to the films cinematographer who did a fantastic job attempting to transform Archer's tired ""concepts"" into something watchable. Mind you, I pray he wasn't the one who decided to include all the long shots of TV closeups...another unnecessary cliché already over done in films such as Korine's Gummo... I think it is extremely fitting that this film premiered at Sundance (only because Archer had connections in the festival via volunteer work he did, by the way...) because Sundance seems to be the one festival where cliché heavy drivel like this is still accepted as ""arthouse"". No, it's not art house, I'm afraid it's just plain s**t-house. Do not watch.",neg
"I waited for this movie to play in great anticipation. Assuming it would be more accurately portrayed like the movie, ""The Christmas Box"" based on the book by Richard Paul Evans. I sent out many emails to friends and family asking them to please watch this show, hoping they would better understand a tiny amount of my ""new"" life. After seeing this movie I was so disappointed. As a mother who lost her only child in November 2003 and REALLY knowing the pain, I had hoped that this movie would shed light to parents who ""think"" they understand the grief a parent goes through who has lost a child. This movie was a very light hearted movie and the silliness of Diane Keaton was a slap in the face to parents who have buried a child. It was VERY unrealistic from start to stop. I had a few calls after the movie, each call the same, ""That was so off the mark and made it appear that in a short time you are back on the road and listening to songs on the radio and life is back"" What a bunch of bull! It is clear that the director and Keaton have never lost a child because neither would have EVER made the movie to be so off the mark. I guess that's Hollywood.",neg
"I had no real expectations going into this movie and I'm glad. Even if I had expected it to be bad I would have been disappointed.<br /><br />Where to start? First, I think 15% of the movie consisted of stock footage of stationary scarecrows in a dark jungle-field. I get it. There's scarecrows. I think the title ""Scarecrows"" was sufficient.<br /><br />Second, not a damn thing is ever explained regarding the scarecrows and paranormal occurrences. There's too many times where I was left going WTF?<br /><br />Third, the movie takes itself seriously. I'm all for a B-movie with buckets of blood, screaming women, and senseless violence that is the result of a simple psychopath or ancient curse. But those movies often know they're B-movies and even flaunt it, like Dead Snow (hilarious Scandanavian zombie flick) or Evil Dead 2. But this movie seems oblivious to its crapdom.<br /><br />Finally, there should of been more blood and/or nudity. Yea, I said it. If you're going to have a crap horror movie, make with the killing. And if you're going to have one hot and one semi-hot girl, one of them needs to show some side-boob at a minimum.<br /><br />So, like the summary says, skip ""Scarecrows"" and just poke yourself in the eye. You'll thank me.",neg
"I can't believe this film was allowed to be made. These people should be drug out and beat with blunt objects. They should be tortured. This film is an abomination.It's nothing but footage from the first film. Whatever is original is freaky and makes no sense whatsoever. It's like some sort of drug hallucination.Like, what's with the laying on a mirror naked therapy. Also, whatever moron patched together this turd didn't even bother to watch the first film, because they kept calling Suzanna Love's character Natalie, when it's Lacey. I felt like shouting that at the screen, ""IT'S LACEY, IT'S LACEY!!!!"". I give it a -50 out of 10. MY GOD!!!!",neg
"If at least the cruelty and drawn out deaths had a purpose to the story to justify their inclusion but the script was just unintelligible and just plain stupid.<br /><br />It went nowhere, the story had no legible continuity. It was just a bunch of drawn out pointless snuff scenes and a really stupid ending tacked on as if to say.. ""the end *beep* you my haters and my few defenders for watching my garbage.""<br /><br />I don't get it, a masked murderer who never had his mask removed in prison, a prison rape scene that was suppose to be the guards raping a a ugly deformed serial killer and getting killed by him and nothing else? no explanation, no punishment, a really weak main cop character that was a waste of a actor like Pare, who didn't try to off the guy who killed his cops, tortured a baby, a woman and a dog and sent them to you to watch on video.<br /><br />Cops who for some unknown reason all wandered off in the dark by themselves (individually) in his farm house at night like a bunch of poorly written teenage characters to be killed one at a time like a bunch of idiots, and no other cop hears them die in the darkness one after the other and just keep wandering around for no reason till each is killed in turn. <br /><br />A bunch of horrible real life animal snuff scenes in the beginning for no reason or explanation, was he reminiscing, was he watching it to masturbate, was it comedy for him... what was it? nope Boll just thought to throw it in to upset animal lovers.. whatever. <br /><br />then Pare believing the word of a psycho path to let his family go if he kills himself... a more gullible, stupider cop you never saw in a film. <br /><br />I dunno why I try not to totally hate his works. I try to find some reason to explain a horror writers art but this stuff... pure crap. <br /><br />Boll what are you doing anymore? I hope you figure it out because I know a lot of more deserving people who can't dream to get the budget you get over and over again to make their movies.<br /><br />If you want to see Boll actually at his best check out ""Postal"" it was actually okay.",neg
"I couldn't make sense of this film much of the time, and neither could anyone else, based on other reviews. The opening scene of this film has virtually nothing to do with the rest of the story. In it, a photojournalist with a big mustache cancels his vacation to get away from his girlfriend. He is assigned to photograph a mountain range. It's rumored to be haunted, but I couldn't tell whether he heard that from his boss or later in the film. On his way, he meets a beautiful writer (Patty Shepard) and convinces her to join him on his working trip. Throughout the film, there is this terrible music score, mostly consisting of noisy singing that makes you want to scream ""SHUT UP ALREADY!!!"" What really will gall a person is that the film always seems like it's about to become good, though it never does. There is beautiful mountain scenery and some genuinely creepy atmosphere. The inn and the silent, abandoned old buildings scattered on the mountain are rather ominous. The foggy nights look real, not like someone put an artificial fog machine on the set. And the idea, while not original, had potential. But it never does improve, at least not enough to be worthwhile. Here's how it goes, more or less. They stop at this inn run by a weird innkeeper (you expect him to be named Igor) with a hearing problem. There is a scene where the writer thinks a peeping tom is in her window, but the scene is so dark, I had no idea what was going on. Whether this was poor lighting or a poor film transfer is unknown to me. In any event, we never find out know what happened. There is a scene where she wanders off during the night. Whether she is sleepwalking or mesmerized by the witches of the title is never explained. Another scene which is never explained is when their car is stolen, then found again, with nothing stolen. They wind up in this apparently abandoned mountain village whose sole inhabitant is this seemingly kindly old woman. There are other things, including a chained wild man in a cave who is never explained, an attempt to sacrifice the writer in some way (will they kill her or brainwash her into joining them?), the witches themselves, a bunch of brunette women in white robes who don't show up until the last 15 minutes of the film and whose practices and beliefs are never explained. Even the closing scene doesn't make any sense. When all is said and done, most people will be saying, ""Huh?""",neg
"This movie is traditional bollywood fare as far as the star power, sentimentality and love triangle of emotions. What really bothered me about this movie was the makers' absurd notion of surrogate mother. A whore who conceives a child with someone after have sex with the man (of the family desiring a child) is not a surrogate mother. Neither is she a good candidate for a surrogate mother. I have seen Indian movies and television shows that made 10 to 15 years ago that dealt with this issue more intelligently. The whole concept of the movie is ridiculous and absolutely implausible. I realize that most bollywood movies aren't meant to be plausible, but they don't pretend to be either. This movie wants us to emote along with the characters, but this can't done with such a ridiculous, contrived conflict. I would have expected better from Abbas and Mustan.",neg
"A stale ""misfits-in-the-army"" saga, which half-heartedly attempts to be both surreal (the foreign subtitles) AND vulgar (the flatulence gags), but just ends up being a mix of many different kinds of humor, none of them followed very successfully. Barbara Bach, the Bond Girl from ""The Spy Who Loved Me"", has only two or three brief scenes. What a waste! (*1/2)",neg
"This film is too skeletal. It's a fairly low-budget film (I hope!) which excuses it somewhat, but the lack of a decent cast and a fleshed out plot hurts it too much. Phillips is quite believable in his role as a torn-apart son of a well-off family who's searching for himself (though his family is...er...well, a little too white...), but the rest of the cast is grasping at straws. Every moment that has potential is ruined by excessive melodrama, and there are *way* too many sub-plots (which is an obvious sign of plot-deficiency. They needed filler...) I wouldn't recommend this film to anyone who isn't either a hard-core Phillips fan, or who has absolutely *nothing* to do. 4/10.",neg
"Blonde and Blonder was unfunny.Basically, it was a rip-off girl version of Dumb and Dumber, but less funny, and they used too much background noises and music.WAY TOO MUCH BACKGROUND NOISES AND MUSIC IF YOU ASK ME!!!!It starts out immensely boring, and TOTALLY inane.It doesn't pick up pace anywhere soon, and I was feeling more frustrated as this nonsense carried on.Maybe, the only thing that saved me from giving this movie a 1 was the last 30 minutes.I found it somewhat entertaining and interesting as it neared the end, but that was the only part.Also, I couldn't help but like Pamela Anderson and Denise Richard's characters a little.Even though this movie didn't get any laughs from me, it kept my attention.I wouldn't say to completely avoid this movie, but there are thousands of better films for you to spend your time and money on than Blonde and Blonder.",neg
"Remember when Harrison Ford was the biggest star in Hollywood because he made great movies? Those days are feeling like a more and more distant memory.<br /><br />While ""Hollywood Homicide"" is by no means terrible, it is a routine and surprisingly boring buddy cop movie. It's a comedy that's not particularly funny, and an action movie that's not especially exciting. An overabundance of subplots cannot mask the weakest of the central storyline.<br /><br />Ford at least appears to be enjoying himself more than is his last few projects, and he is able to carry the film most of the time. Hartnett is adequate, but he and Ford aren't exactly Newman and Redford as far as chemistry is concerned.<br /><br />All in all, ""Hollywood Homicide"" is a reasonably amusing diversion, but just barely. Take out Ford, and it's not even that.",neg
"We should have been suspicious to discover that with only two minutes to lights out we were the only ones there. Only five others joined before the movie began.<br /><br />There is nothing at all to redeem this movie. The acting is awful (especially Ms Hurley). The script is banal. The effects we've seen a million times. The film direction the worst that we've seen. Meandering and disjointed. No-one laughed including the kids.<br /><br />We left after 25 minutes. It would have been sooner if my wife hadn't gone for a hot-dog!!!<br /><br />Do not waste your money on this film. If there's nothing else to watch at your cinema then buy some drinks, popcorn and hot-dogs and do some people watching. You'll have a much more enjoyable time!!!<br /><br />",neg
"You've gotta hand it to Steven Seagal: whatever his other faults may be, he does have good taste in women. If you pick a Seagal movie, chances are there will be one or more very beautiful women in it. And usually, they do not function as mere eye candy; they get involved in the action and fight, shoot guns, kill with knives, etc. ""Flight of Fury"" offers the duo of Ciera Payton (who has a very sexy face, with luscious lips to match Angelina Jolie's) and Katie Jones, and finds time to get them involved in both a catfight AND a little lesbian fondling! And if it seems like I'm spending a little too much time talking about them, it's because the rest of the movie, although passable, is so unexciting that it's hard to find much else to talk about. Ironically, the weakest aspect is probably Seagal himself, who looks as if he can't even be bothered to try to pretend to care. This being a military-type actioner, there is very little fighting in it, and he doesn't fit into his role (a stealth fighter pilot, ""the best in the world"", of course) very well, which may explain his almost offensive sleepwalking. (*1/2)",neg
"I rated this movie as AWFUL (1). After watching the trailer, I thought this movie could be pretty cool. ""Guaranteed to offend...everyone!"" the trailer said. Well...it did offend me, because this movie really sucks. It is hardly a comedy, as I laughed about two seconds during the entire movie. And what's with all the gays in this movie? I'm not gay and I don't have a problem with those who are, but what's the point of adding so many gay-scenes in a so called comedy movie, when these scenes are absolutely not funny? I guess the director is a gay man in denial, or something like that.<br /><br />So my advice to you is: if you want to waste good money, go rent a good comedy you've already seen a million times, you'll be better off than watching this Mother Of All Lousy Comedy's. It really is total crap.",neg
"It's one of the funny things about being young that one can be fooled easily by advertising. I have spoken before on another film,in which the commercial for the (comedy) film makes it seem funnier than it is. Seeing the ad for this in 1981 made me think this was going to be a wildly funny film. What I and my brother who went and saw it with me didn't know is that the scene used in the TV ad was the very last scene in the film! <br /><br />Since this scene is the end result of all that came before in the film,I can only guess that there was nothing else funny to use! The last scene is,thanks to a youth potion,Dr. Fu Manchu turns from a long bearded old man,into a bright young Asian/Elvis like rock star! (With back up singers no less!) <br /><br />Set for no real reason,in the 1930's,Peter Sellers does his best with the material at hand but he's not given any really good reason for his ""comedic"" moments. The rest of the actors were just plain dull and my brother and I sat all through this barely laughing at anything. It was only natural that we were expecting a ""Pink Panther"" type comedy,Peter Sellers was so great at that. <br /><br />It's a pitiful shame this was his last film before he died. His appearance on the Muppet Show was more entertaining than this ill-conceived flop. Still,I don't fault him. I fault everyone else involved for not trying to make a better film of this. 2 stars is being generous!!",neg
"The Good Earth is perhaps the most boring film I've seen in my life. The plot is slow and lacking. The acting is borderline comical. While I love Paul Muni, I can now say i have seen a film that does not do his true ability justice. The only saving grace I found with this film is it's production value. The use of hundreds of extras throughout the film creates a very believable and interesting environment. Also, the beautiful effects used to create the illusion of millions of wasps sells easily and was revolutionary at the time. Other than the production value I can say little else that is good or entertaining about this film.",neg
